candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Sam Garfield,Council,2,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-20,Alphagraphics,Alphagraphics,Printing,128.94,False,True,raw/2021_state_garfield-sam.pdf,c7a01592,v10,medium,vision_cache/vision,0
Sam Garfield,Council,2,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-18,Office Depot,Office Depot,Office Supplies,16.11,False,True,raw/2021_state_garfield-sam.pdf,c7a01592,v11,medium,vision_cache/vision,0
Sam Garfield,Council,2,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-04,CITY JOURNALS,City Journals,Dues and Subscriptions,360.00,False,True,raw/2021_state_garfield-sam.pdf,c7a01592,v12,medium,vision_cache/vision,0
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-06-19,Salt Lake County Clerk,Salt Lake County Clerk,Voter List,15.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v1,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-07-22,Signs on the Cheap,Signs on the Cheap,Signs,286.57,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v2,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,Harbor Freight,Harbor Freight,Zip Ties,12.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v3,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,City of So Saltlake,City of So Saltlake,Filing Fee,25.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v4,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-20,Signs on the Cheap,Signs on the Cheap,Signs,929.87,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v5,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-24,Go Daddy,Go Daddy,Domain name,12.17,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v6,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-26,Home Depot,Home Depot,Stakes + Screws,131.33,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v7,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-26,Winco Foods,Winco Foods,Notebook,1.55,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v8,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-27,Home Depot,Home Depot,Screws,18.68,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v9,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-14,Home Depot,Home Depot,T-Posts,304.28,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v10,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-01,City Journals,City Journals,Ad,900.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v11,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-04,Custom Printed Signs,Custom Printed Signs,Signs on the Cheap,1174.27,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v12,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-07,Square Space,Square Space,Web Hosting,28.02,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v13,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-08,Office Max,Office Max,Rubber bands + office supplies,67.98,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v14,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-08,Kwik Kopy + Print,Kwik Kopy + Print,Printing,1400.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v15,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-11,Salt Lake County Clerk,Salt Lake County Clerk,Voter info,35.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v16,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-19,Dollar Tree,Dollar Tree,envelopes + office supplies,40.95,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v17,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-19,Kwik Kopy + Print,Kwik Kopy + Print,Printing,390.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v18,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-20,Kwik Kopy + Print,Kwik Kopy + Print,Printing,200.00,False,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v19,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,Citizens for a Sustainable Utah Responsible Government + Economic Stability PAC - inkind,Citizens for a Sustainable Utah Responsible Government + Economic Stability Pac - inkind,Advertising in kind,34.00,True,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v20,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,Standard Restaurant Supply,Standard Restaurant Supply,Printing in kind,810.00,True,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v21,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,Pro Pac Utah,Pro Pac Utah,Advertising,50.00,True,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v22,low,vision_cache/vision,1
Shane Siwik,Mayor,,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),,Promethius LLC,Promethius Llc,inkind - staffing,1642.50,True,True,raw/2021_state_siwik-shane.pdf,4afdadf2,v23,low,vision_cache/vision,1
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-18,Canva,Canva,subscription,12.99,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v1,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-08-24,Canva,Canva,Signs,230.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v2,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-03,Journals Value,Journals Value,Ad,360.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v3,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-04,Canva,Canva,Banners,202.50,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v4,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-18,Canva,Canva,subscription,12.99,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v5,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-23,Canva,Canva,Flyers,58.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v6,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-24,Canva,Canva,Flyers,41.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v7,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-27,Journals Value,Journals Value,Ad,360.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v8,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-09-30,Canva,Canva,Signs,255.00,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v9,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-02,Reagan,Reagan,Billboard,1500.00,True,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v10,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-04,Wix,Wix,Website,180.18,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v11,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-04,Wix,Wix,Domain,9.90,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v12,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-14,Canva,Canva,Flyers,87.50,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v13,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-18,Canva,Canva,subscription,12.99,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v14,medium,vision_cache/vision,0
Sharla Bynum,Council,3,2021,2021-11-30,2021 cycle filing (state LG tree; single per-candidate file),2021-10-24,Landslide Political,Landslide Political,Mailer,274.34,False,True,raw/2021_state_bynum-sharla.pdf,b6305b58,v15,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,City of SSL,City of Ssl,Candidate Apply,25.00,False,True,raw/2023_adid323_conrad-campos-final-campaign-financial-disclosure.pdf,a6e83d28,v1,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,Alpine Promotions,Alpine Promotions,Yard Signs,1758.48,False,True,raw/2023_adid323_conrad-campos-final-campaign-financial-disclosure.pdf,a6e83d28,v2,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,AlphaGraphics,AlphaGraphics,Candidate Cards,139.74,False,True,raw/2023_adid323_conrad-campos-final-campaign-financial-disclosure.pdf,a6e83d28,v3,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,City Journals,City Journals,Political Ad,500.00,False,True,raw/2023_adid323_conrad-campos-final-campaign-financial-disclosure.pdf,a6e83d28,v4,medium,vision_cache/vision,0
LeAnne Huff,Council,1,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-10,Landslide,Landslide,"Design, digital, misc",300.00,False,True,raw/2023_adid325_leanne-huff-final-campaign-financial-disclosure.pdf,9d750c6e,v1,medium,vision_cache/vision,0
LeAnne Huff,Council,1,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-22,Power Graphics,Power Graphics,Banners,158.00,True,True,raw/2023_adid325_leanne-huff-final-campaign-financial-disclosure.pdf,9d750c6e,v2,medium,vision_cache/vision,0
LeAnne Huff,Council,1,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-13,Alphagraphics,Alphagraphics,H Sign holders,100.00,True,True,raw/2023_adid325_leanne-huff-final-campaign-financial-disclosure.pdf,9d750c6e,v3,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-04-24,Actblue,Actblue,Processing Fee,38.12,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v1,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-04,Actblue,Actblue,Processing Fee,28.28,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v2,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-04,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1477.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v3,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-04,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1024.93,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v4,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-09,Vantiv,Vantiv,Processing Fee,48.81,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v5,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-24,Will Leavitt,Will Leavitt,Payment for Work on Campaign,375.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v6,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-25,Utah Democratic Party,Utah Democratic Party,Votebuilder,179.44,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v7,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-25,Designedtorun,Designedtorun,Payment for Website Building,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v8,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-05-28,Nordstrom Rack,Nordstrom Rack,Campaign Marketing,282.18,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v9,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-05,Actblue,Actblue,Processing Fee,5.11,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v10,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-08,USPS,Usps,Postage,176.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v11,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-17,Smith's,Smith's,Supplies for Campaign meeting,65.63,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v12,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-17,Smith's,Smith's,Supplies for Campaign meeting,2.26,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v13,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-20,Coffee Noir,Coffee Noir,Paid for Coffee for a political meeting,14.96,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v14,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-22,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v15,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-06-25,Designedtorun,Designedtorun,Payment for Website Building,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v16,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-05,Toolset Action Network,Toolset Action Network,Field Expense,10.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v17,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-05,Sunprint Solutions,Sunprint Solutions,Literature Printing,727.43,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v18,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-07,Actblue,Actblue,Processing Fee,42.41,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v19,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-07,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v20,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-07,Mountain America Credit Union,Mountain America Credit Union,Overdraft Fee,25.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v21,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-10,Tissot Solutions,Tissot Solutions,Payment for a Fundraising Class,25.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v22,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-11,Vantiv,Vantiv,Processing Fee,47.78,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v23,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-11,Mountain America Credit Union,Mountain America Credit Union,Overdraft Fee,25.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v24,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-25,Designedtorun,Designedtorun,Payment for Website Building,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v25,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-25,Mountain America Credit Union,Mountain America Credit Union,Overdraft Fee,25.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v26,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-03,Actblue,Actblue,Processing Fee,32.51,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v27,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-05,Toolset Action Network,Toolset Action Network,Field Expense,15.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v28,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-10,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v29,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-11,Tissot Solutions,Tissot Solutions,Fundraising Consultation Payment,750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v30,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-11,Tissot Solutions,Tissot Solutions,Fundraising Consultation Payment,750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v31,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-11,Tissot Solutions,Tissot Solutions,Fundraising Consultation Payment,750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v32,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-15,South Salt Lake City,South Salt Lake City,Candidate Filing Fee,25.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v33,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-16,Ephraim Kum,Ephraim Kum,Payment for work on Campaign,645.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v34,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-16,Will Leavitt,Will Leavitt,Payment for Work on Campaign,585.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v35,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-17,Sandrine Mimche,Sandrine Mimche,Payment for Work on Campaign,145.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v36,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-25,Designedtorun,Designedtorun,Payment for Website Building,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v37,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-29,Elevate Strategies,Elevate Strategies,Political Consultation Payment,2102.58,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v38,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-05,Toolset Action Network,Toolset Action Network,Field Expense,12.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v39,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-05,Actblue,Actblue,Processing Fee,82.07,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v40,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-11,Vantiv,Vantiv,Processing Fee,103.14,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v41,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-18,Sunprint Solutions,Sunprint Solutions,Literature Printing,354.40,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v42,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-25,Designedtorun,Designedtorun,Payment for Website Building,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v43,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-29,Cakes De Fleur,Cakes De Fleur,"Payment for Cake, used for social media for the campaign",79.31,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v44,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-02,Tissot Solutions,Tissot Solutions,Fundraising Consultation Payment,750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v45,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-05,Toolset Action Network,Toolset Action Network,Proccessing Fee,12.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v46,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-05,Actblue,Actblue,Processing Fee,14.59,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v47,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-11,Vantiv,Vantiv,Proccessing Fee,23.03,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v48,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-11,Tissot Solutions,Tissot Solutions,Fundraising Consultation Payment,750.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v49,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-14,Elevate Strategies,Elevate Strategies,Political Consultation Payment,1000.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v50,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-19,Sandrine Mimche,Sandrine Mimche,Payment for Work on Campaign,181.25,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v51,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-19,Ephraim Kum,Ephraim Kum,Payment for Work on Campaign,100.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v52,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-19,Will Leavitt,Will Leavitt,Payment for Work on Campaign,175.00,False,True,raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,5858e9f3,v53,medium,vision_cache/vision,0
