candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-12,Sticker Mule,Sticker Mule,Stickers,232.73,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v1,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-15,Amazon,Amazon,Campaign supplies,28.95,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v2,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-17,Go Daddy,Go Daddy,Website,18.31,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v3,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-23,signs on the go,signs on the go,signs,391.26,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v4,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-24,Spoke,Spoke,texts,60.09,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v5,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-30,Walmart,Walmart,Campaign supplies,45.28,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v6,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-01,Mailchimp,Mailchimp,emails,28.47,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v7,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-04,Manuel Giron,Manuel Giron,Political Consultant,150.00,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v8,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-04,Manuel Giron,Manuel Giron,Political Consultant,150.00,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v9,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-11,Smiths,Smiths,Campaign supplies,40.08,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v10,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-10,Amazon,Amazon,canvassing supplies,19.50,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v11,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-10,amazon,amazon,Campaign supplies,50.84,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v12,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-17,Go Daddy,Go Daddy,website,18.31,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v13,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-11,Spoke,Spoke,texting set up,95.00,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v14,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-07-01,Go Daddy,Go Daddy,website,18.31,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v15,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-27,UVU printing,Uvu printing,Lit pieces,226.00,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v16,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-18,Google,Google,google Ads,10.00,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v17,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-17,Go Daddy,Go Daddy,website,18.31,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v18,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-22,Spoke,Spoke,texting,29.50,False,True,raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,618b37fd,v19,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-14,Act Blue,Act Blue,Service Fee,3.76,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v1,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-24,Act Blue,Act Blue,Service Fee,3.75,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v2,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-08-31,Brighton Bank,Brighton Bank,Maintenance Fee,5.00,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v3,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-09-29,Brighton Bank,Brighton Bank,Maintenance Fee,5.00,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v4,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-02,Gary Hrechki Campaign,Gary Hrechki Campaign,Campaign Cont,102.00,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v5,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-02,Facebook,Facebook,Internet Marketing,147.72,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v6,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-05,Clideo.com,Clideo.com,Video Editor Software,9.67,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v7,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-19,James Gonzales,James Gonzales,Political Consulting,250.00,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v8,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-11-01,Act Blue,Act Blue,Service Fee,3.75,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v9,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-10-31,Final report (pre-general; through ~Oct 22),2023-10-19,Ana for Salt Lake,Ana for Salt Lake,service fee,10.62,False,False,raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,c49f987b,v10,high,vision_cache/vision,0
Portia Mila,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,PurpleMoss Photography,PurpleMoss Photography,updated pictures,322.17,False,True,raw/2023_adid326_portia-mila-final-campaign-financial-disclosure.pdf,2628aa9c,v1,medium,vision_cache/vision,0
Portia Mila,Council,4,2023,2023-10-31,Final report (pre-general; through ~Oct 22),,Landslide Political,Landslide Political,"general consulting, social media",800.00,False,True,raw/2023_adid326_portia-mila-final-campaign-financial-disclosure.pdf,2628aa9c,v2,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),,Landslide Political,Landslide Political,Direct Mailer,3495.50,False,True,raw/2023_adid330_conrad-campos-electionl-campaign-financial-disclosure.pdf,d51a0261,v1,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),,AlphaGraphics,AlphaGraphics,Candidate Card,75.26,False,True,raw/2023_adid330_conrad-campos-electionl-campaign-financial-disclosure.pdf,d51a0261,v2,medium,vision_cache/vision,0
Conrad Campos,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),,Campaign Partner,Campaign Partner,Website,29.00,False,True,raw/2023_adid330_conrad-campos-electionl-campaign-financial-disclosure.pdf,d51a0261,v3,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-25,DesignedToRun,DesignedToRun,Payment for Website,175.00,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v1,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-31,Loyal Perch Media,Loyal Perch Media,,400.00,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v2,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-01,Lyon Printing,Lyon Printing,Payment for Literature,1217.00,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v3,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-02,Lyon Printing,Lyon Printing,Payment for Literature,423.64,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v4,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-02,Lyon Printing,Lyon Printing,Payment for Literature,423.64,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v5,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-03,ActBlue,ActBlue,Processing Fee,32.33,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v6,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-03,Ephraim Kum,Ephraim Kum,Payment for Work done on Campaign,425.00,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v7,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-03,Will Leavitt,Will Leavitt,Payment for Work done on Campaign,531.25,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v8,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-05,Toolset Action Network,Toolset Action Network,Field Expense,10.00,False,True,raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,fc4699a5,v9,medium,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-30,Billy Clouse,Billy Clouse,literature Pieces,250.96,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v1,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-01,Mail chimp,Mail chimp,Email marketing,28.47,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v2,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-01,Sun print solutions,Sun print solutions,signs for lawns,387.00,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v3,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-01,Google Ads,Google Ads,Ads,55.74,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v4,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-02,sunprint solutions,sunprint solutions,mailers,389.72,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v5,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-06,Google ads,Google ads,Ads,200.00,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v6,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-07,sunprint solutions,sunprint solutions,mailers,392.07,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v7,high,vision_cache/vision,0
Nicholas Mitchell,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-08,Canva,Canva,graphic desgin program,14.99,False,True,raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,b1f3d787,v8,high,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-09-14,Act Blue,Act Blue,Service Fee,3.76,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v1,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-08-24,Act Blue,Act Blue,Service Fee,3.75,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v2,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-08-31,Brighton Bank,Brighton Bank,Maintenance Fee,5.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v3,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-09-29,Brighton Bank,Brighton Bank,Maintenance Fee,5.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v4,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-02,Gary Hrechki Campaign,Gary Hrechki Campaign,Campaign Cont,102.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v5,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-02,Facebook,Facebook,Internet Marketing,147.72,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v6,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-05,Clideo.com,Clideo.com,Video Editor Software,9.67,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v7,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-19,James Gonzales,James Gonzales,Political Consulting,250.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v8,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-01,Act Blue,Act Blue,Service Fee,3.75,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v9,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-19,Ana for Salt Lake,Ana for Salt Lake,service fee,10.62,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v10,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-25,Mitchell Vice,Mitchell Vice,Website and Graphics Design,638.28,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v11,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-30,James Gonzales,James Gonzales,Paypal Fee,7.55,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v12,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-31,Ana for Salt Lake,Ana for Salt Lake,service fee for donation,10.62,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v13,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-31,Ana for Salt Lake,Ana for Salt Lake,Political Donation,100.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v14,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-10-31,Brighton Bank,Brighton Bank,Service Fee,5.00,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v15,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-03,Peter Hildyard,Peter Hildyard,Banner and Flyers,187.03,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v16,medium,vision_cache/vision,0
Paul Sanchez,Council,5,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),2023-11-06,Clideo,Clideo,Video Editor Software,9.67,False,False,raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,a21b529e,v17,medium,vision_cache/vision,0
Portia Mila,Council,4,2023,2023-11-15,Election-period report (~Oct 23-Nov 8),,Reagan Outdoor Ad. (in kind),Reagan Outdoor Ad. (in kind),bill board,1500.00,True,True,raw/2023_adid333_portia-mila-electionl-campaign-financial-disclosure.pdf,60b8a400,v1,medium,vision_cache/vision,0
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-21,Target,Target,Campaign Expense - Supplies for Event,105.80,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v1,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-21,Sunbelt Rentals,Sunbelt Rentals,Campaign Expense - Payment for Rental for Campaign Event,1137.03,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v2,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-25,Office Depot,Office Depot,Campaign Expense - Supplies for Event,26.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v3,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-25,DESIGNEDTORUN,Designedtorun,Advertising - Website building expense,175.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v4,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-28,Sunbelt Rentals - Deposit Refund,Sunbelt Rentals - Deposit Refund,Deposit Refund,500.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v5,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-01,Utah Democratic Party,Utah Democratic Party,Campaign Expense - Payment for Campaign materials,46.80,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v6,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-03,Smiths,Smiths,Campaign Expense - Supplies For Event,9.04,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v7,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-04,ActBlue,ActBlue,Campaign Expense - Processing Fee,25.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v8,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-05,Toolset Action Network,Toolset Action Network,Campaign Expense - Processing Fee,10.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v9,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-07,Wave Mobile Money,Wave Mobile Money,Campaign Expense - Payment for Photographer,643.50,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v10,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-08,PandaDoc,PandaDoc,Campaign Expense - Processing Fee,37.61,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v11,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-09,Utah Democratic Party,Utah Democratic Party,Campaign Expense - Payment for Campaign Materials,30.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v12,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-11,Tissot Solutions,Tissot Solutions,Campaign Expense - Paymetn for Fundraising Consultation,750.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v13,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-18,Google Domains,Google Domains,Advertising - Payment for Campaign Website Domain,35.77,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v14,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-18,RUN! - Deposit Refund,RUN! - Deposit Refund,Deposit Refund,125.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v15,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-18,RUN! - Deposit Refund,RUN! - Deposit Refund,Deposit Refund,125.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v16,low,vision_cache/vision,1
Natalie Pinkney,Council,At-Large,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-12-20,Tissot Solutions,Tissot Solutions,Campaign Expense - Payment for Fundraising Consultation,1500.00,False,True,raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,969e46b7,v17,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-15,sun lithographic,sun lithographic,Mailers,396.04,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v1,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-17,Go daddy,Go daddy,webstie,18.31,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v2,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-19,tandoor grill,tandoor grill,meeting,97.42,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v3,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-20,Google,Google,ads,350.00,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v4,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-22,ranchero markets,ranchero markets,Election night party,13.59,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v5,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-22,smiths,smiths,Election night party,89.45,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v6,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-22,walgreens,walgreens,Election night party,12.35,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v7,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-22,state liqour store,state liqour store,Election night party,69.85,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v8,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-23,The pie,The pie,Election night party,77.04,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v9,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-23,The pie,The pie,Election night party,48.98,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v10,low,vision_cache/vision,1
Nicholas Mitchell,Council,4,2023,2023-12-31,Final report (year-end; transactions Nov 15+),2023-11-23,manuel,manuel,Campaign staff pay,150.00,False,True,raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,f5af365c,v11,low,vision_cache/vision,1
